time(s),colorTemp,lux,R,G,B
55.14122819900513,20177,68,811,317,239,281
55.29651379585266,21542,66,807,315,237,280
55.44947338104248,21288,67,811,317,238,281
55.60868573188782,21202,67,812,317,239,282
55.776153564453125,21121,67,814,318,239,282
55.93508720397949,22425,66,811,317,238,282
56.08496642112732,21370,67,811,316,238,281
56.25085496902466,21202,67,813,317,239,282
56.397929668426514,21370,67,810,316,238,281
56.55972504615784,20177,68,811,317,239,281
56.715773582458496,21202,67,812,317,239,282
56.88605880737305,21202,67,812,317,239,282
57.04191565513611,20096,68,812,318,239,281
57.198994159698486,21206,66,811,318,238,281
57.361297607421875,21288,67,810,317,238,281
57.51307654380798,21370,67,809,316,238,281
57.668306827545166,22620,65,808,316,237,281
57.823338985443115,24583,65,800,311,235,280
57.98041367530823,25301,64,792,306,233,278
58.14139723777771,23716,66,794,307,234,278
58.311413526535034,25226,64,793,307,233,278
58.46813917160034,25301,64,791,306,233,278
58.62652564048767,25746,63,790,305,231,276
58.77719521522522,25671,63,788,306,231,276
58.94637942314148,26224,62,782,304,229,274
59.091718435287476,25943,62,785,305,230,275
59.261401414871216,23845,63,792,309,232,276
59.408241987228394,23539,64,795,311,233,277
59.57618474960327,23539,64,795,311,233,277
59.72455835342407,21386,65,807,318,236,279
59.88877725601196,21386,65,806,318,236,279
60.041537284851074,21566,64,804,317,235,278
60.21208477020264,22991,63,801,316,234,278
60.36160349845886,21651,64,803,316,235,278
60.53104019165039,22780,63,805,317,235,279
60.67996573448181,21735,65,802,315,235,278
60.84687519073486,21651,64,802,316,235,278
61.006566524505615,21651,64,803,316,235,278
61.15781593322754,21735,65,802,315,235,278
61.32196068763733,21818,65,800,314,235,278
61.478655099868774,21735,65,802,315,235,278
61.64059114456177,21735,65,802,315,235,278
61.79126262664795,21818,65,800,314,235,278
61.95684838294983,21735,65,802,315,235,278
62.11008358001709,21735,65,802,315,235,278
62.25721549987793,21735,65,802,315,235,278
62.42698931694031,21735,65,802,315,235,278
62.59181785583496,21735,65,803,315,235,278
62.75059533119202,21735,65,802,315,235,278
62.90715050697327,21735,65,802,315,235,278
63.05771470069885,21735,65,803,315,235,278
63.21444487571716,21735,65,803,315,235,278
63.38190674781799,21735,65,802,315,235,278
63.53928756713867,23539,64,795,311,233,277
63.6940016746521,23845,63,791,309,232,276
63.85670804977417,25517,62,789,308,231,276
64.0029935836792,25594,62,788,307,231,276
64.17679786682129,25594,62,787,307,231,276
64.32722091674805,26018,63,783,304,230,275
64.48102807998657,26662,62,777,301,228,273
64.65143775939941,26735,62,776,300,228,273
64.79608583450317,28758,61,774,299,227,273
64.96410250663757,26960,61,774,300,227,272
65.12351536750793,27268,61,770,299,226,271
65.28671026229858,26960,61,773,300,227,272
65.42721462249756,26886,61,775,301,227,272
65.59331703186035,26886,61,775,301,227,272
65.75220108032227,26662,62,776,301,228,273
65.92139291763306,24720,62,780,304,229,273
66.07293391227722,23995,63,790,309,231,275
66.22975635528564,21566,64,804,317,235,278
66.39651417732239,20625,65,801,315,235,277
66.54150724411011,20297,65,806,318,236,278
66.70888090133667,20541,65,801,316,235,277
66.86390089988708,20297,65,806,318,236,278
67.0270984172821,21836,64,800,315,234,277
67.17579197883606,21836,64,800,315,234,277
67.34273219108582,21751,64,801,316,234,277
67.49554395675659,21836,64,799,315,234,277
67.66227316856384,21751,64,801,316,234,277
67.81711316108704,21836,64,800,315,234,277
67.98129320144653,20703,65,800,315,234,276
68.13759541511536,21751,64,800,316,234,277
68.29683661460876,20703,65,799,315,234,276
68.44445610046387,21836,64,800,315,234,277
68.6125545501709,21942,63,798,315,233,276
68.75932025909424,21836,64,800,315,234,277
68.93194103240967,20703,65,799,315,234,276
69.09121561050415,20703,65,800,315,234,276
69.24686670303345,21751,64,801,316,234,277
69.40646934509277,21751,64,801,316,234,277
69.554931640625,21579,63,803,318,234,277
69.71898984909058,21836,64,800,315,234,277
69.87424182891846,20703,65,799,315,234,276
70.04112339019775,22112,64,796,313,233,276
70.19387817382812,23995,63,788,309,231,275
70.34360408782959,24641,62,780,305,229,273
70.5165467262268,26812,61,775,302,227,272
70.66347694396973,26970,59,775,303,226,271
70.82815909385681,22719,62,786,310,230,273
70.9807276725769,26737,60,775,303,227,272
71.1437737941742,26661,60,777,304,227,272
71.29696822166443,23664,61,793,313,231,275
71.46699476242065,21856,63,798,316,233,276
71.61571598052979,21769,62,800,317,233,276
71.78289866447449,21492,63,803,319,234,277
71.94248270988464,19951,64,809,322,236,278
72.10174107551575,22138,62,795,314,232,275
72.25820064544678,21681,62,800,318,233,276
72.40918970108032,20443,64,802,318,234,276
72.56602096557617,20697,63,797,316,233,275
72.73266315460205,21769,62,798,317,233,276
72.8919951915741,20443,64,802,318,234,276
73.04275703430176,21964,62,797,316,232,275
73.20749521255493,22138,62,793,314,232,275
73.35183000564575,21769,62,799,317,233,276
73.52333164215088,21769,62,800,317,233,276
73.6757378578186,22138,62,795,314,232,275
73.8464584350586,21769,62,799,317,233,276
73.98904371261597,20697,63,798,316,233,275
74.16199541091919,21856,63,798,316,233,276
74.30741572380066,20784,64,797,315,233,275
74.46819710731506,21856,63,798,316,233,276
74.62868475914001,20784,64,797,315,233,275
74.79412174224854,22138,62,795,314,232,275
74.95249557495117,20697,63,798,316,233,275
75.10499167442322,20784,64,797,315,233,275
75.27219986915588,20784,64,797,315,233,275
75.4313006401062,20784,64,797,315,233,275
75.58051371574402,20784,64,797,315,233,275
75.74284291267395,20784,64,796,315,233,275
75.89179587364197,20784,64,797,315,233,275
76.05930280685425,20784,64,797,315,233,275
76.21452856063843,20784,64,797,315,233,275
76.38214540481567,20784,64,796,315,233,275
76.5341956615448,20784,64,797,315,233,275
76.6875672340393,20784,64,796,315,233,275
76.8573637008667,20784,64,797,315,233,275
77.00219130516052,21681,62,800,318,233,276
77.17153239250183,20784,64,796,315,233,275
77.31982064247131,22051,62,796,315,232,275
77.47846055030823,22511,63,790,311,231,274
77.64481091499329,26812,61,774,302,227,272
77.80635714530945,27194,60,770,300,226,271
77.96678113937378,27985,60,763,296,224,269
78.11018776893616,27913,60,764,297,224,269
78.27323412895203,27841,59,765,298,224,269
78.43937587738037,26584,60,779,305,227,272
78.58630752563477,23817,60,790,313,230,274
78.75056052207947,22252,62,793,314,231,274
78.91437292098999,22547,61,789,312,230,273
79.0615644454956,22339,62,790,313,231,274
79.22158360481262,24651,61,780,307,228,272
79.38158321380615,24568,60,782,308,228,272
79.54761719703674,24315,61,784,309,229,273
79.69271731376648,24231,60,785,310,229,273
79.8550066947937,22252,62,792,314,231,274
80.01948881149292,22371,61,791,314,230,273
80.17459511756897,22460,61,790,313,230,273
80.34259557723999,25075,61,775,304,227,271
80.49467587471008,27439,60,769,300,225,270
80.65832948684692,29519,58,769,301,224,270
80.81502938270569,27695,59,766,300,224,269
80.97272157669067,26738,59,777,306,226,271
81.1223726272583,27214,59,772,303,225,270
81.2897379398346,24829,60,778,307,227,271
81.45257568359375,22102,60,794,317,230,273
81.61225938796997,22283,60,791,315,230,273
81.7609052658081,23976,60,789,313,229,273
81.92742419242859,22673,61,787,312,229,272
82.0761365890503,22193,60,793,316,230,273
82.24387884140015,24400,60,784,310,228,272
82.4030373096466,22673,61,786,312,229,272
82.55822730064392,22193,60,792,316,230,273
82.72209119796753,23889,59,789,314,229,273
82.86559438705444,22102,60,793,317,230,273
83.03053283691406,23713,59,791,316,229,273
83.19396638870239,22193,60,793,316,230,273
83.34149718284607,22495,60,789,314,229,272
83.50011801719666,23802,59,790,315,229,273
83.66425442695618,22585,60,788,313,229,272
83.83204555511475,24229,59,786,312,228,272
83.98084092140198,24576,59,782,310,227,271
84.1404972076416,26981,58,774,306,225,270
84.30562472343445,26821,57,776,308,225,270
84.46303033828735,24931,59,778,308,226,270
84.62204790115356,24490,58,782,311,227,271
84.77468156814575,22223,59,791,317,229,272
84.94179844856262,24054,58,787,314,228,272
85.08964705467224,24576,59,782,310,227,271
85.25795984268188,24931,59,778,308,226,270
85.41311120986938,25015,59,777,307,226,270
85.57077312469482,25099,59,775,306,226,270
85.7203722000122,24746,59,779,308,227,271
85.8757631778717,24661,59,780,309,227,271
86.04040050506592,25015,59,778,307,226,270
86.20510983467102,24661,59,779,309,227,271
86.36279392242432,24142,59,786,313,228,272
86.5258960723877,22223,59,791,317,229,272
86.67101907730103,22223,59,791,317,229,272
86.83868336677551,23966,58,788,315,228,272
86.99976015090942,24054,58,787,314,228,272
87.15047097206116,24054,58,787,314,228,272
87.30980563163757,21919,59,795,319,230,273
87.47365117073059,21434,59,802,323,231,274
87.62339568138123,24746,59,779,308,227,271
87.78250551223755,27059,58,774,305,225,270
87.94987082481384,29450,57,770,302,224,270
88.1126434803009,28998,58,773,304,225,271
88.25715184211731,26048,59,783,309,228,273
88.4276955127716,24873,60,797,316,231,276
88.57684826850891,24147,60,786,311,229,273
88.7298092842102,23889,59,790,314,229,273
88.89919376373291,24142,59,786,313,228,272
89.05916500091553,24054,58,788,314,228,272
89.21463823318481,23713,59,791,316,229,273
89.37507462501526,23713,59,791,316,229,273
89.52488017082214,24490,58,783,311,227,271
89.68818998336792,24490,58,783,311,227,271
89.84509015083313,24054,58,787,314,228,272
90.00556111335754,22804,60,784,312,228,271
90.17129015922546,24403,58,784,312,227,271
90.32295155525208,23966,58,788,315,228,272
90.47335004806519,22715,59,785,313,228,271
90.63535642623901,23966,58,788,315,228,272
90.7907075881958,23876,58,790,316,228,272
90.95364665985107,23876,58,789,316,228,272
91.10793972015381,22533,59,787,315,228,271
91.27571821212769,24315,58,785,313,227,271
91.42703199386597,24490,58,782,311,227,271
91.59103083610535,24403,58,783,312,227,271
91.75790286064148,24315,58,784,313,227,271
91.91318154335022,24490,58,782,311,227,271
92.05920124053955,25377,59,772,305,225,269
92.23296332359314,28532,58,759,296,222,267
92.37345504760742,30997,57,755,294,221,267
92.53957605361938,28532,58,758,296,222,267
92.70546841621399,30935,57,757,295,221,267
92.85539078712463,30873,57,758,296,221,267
93.0192334651947,28461,58,759,297,222,267
93.17421579360962,25665,58,769,304,224,268
93.33812808990479,24760,58,778,310,226,270
93.49451470375061,24137,57,785,315,227,271
93.65330839157104,22850,59,783,313,227,270
93.8064227104187,24315,58,784,313,227,271
93.96098232269287,24585,57,782,312,226,270
94.1227126121521,24760,58,779,310,226,270
94.28715133666992,24673,58,781,311,226,270
94.44884490966797,24496,57,783,313,226,270
94.60823464393616,24585,57,782,312,226,270
94.75602316856384,24585,57,782,312,226,270
94.92115378379822,22850,59,783,313,227,270
95.08359384536743,24585,57,782,312,226,270
95.23221397399902,22850,59,783,313,227,270
95.38841652870178,22850,59,783,313,227,270
95.55902767181396,22758,58,784,314,227,270
95.71309876441956,24137,57,786,315,227,271
95.868985414505,24046,57,786,316,227,271
96.02536964416504,22666,58,785,315,227,270
96.18206524848938,22850,59,783,313,227,270
96.34199118614197,22758,58,784,314,227,270
96.50928902626038,24226,57,785,314,227,271
96.6562488079071,22850,59,783,313,227,270
96.82846760749817,22850,59,783,313,227,270
96.98765134811401,24585,57,782,312,226,270
97.14063429832458,22850,59,783,313,227,270
97.30354499816895,22850,59,783,313,227,270
97.46307301521301,22850,59,783,313,227,270
97.60492134094238,24226,57,784,314,227,271
97.76939797401428,22850,59,784,313,227,270
97.9231367111206,22850,59,784,313,227,270
98.09821844100952,22758,58,784,314,227,270
98.24101996421814,22850,59,783,313,227,270
98.40712285041809,27313,57,772,305,224,269
98.56457686424255,30873,57,758,296,221,267
98.72205686569214,28966,58,755,294,221,266
98.88901686668396,28461,58,759,297,222,267
99.04500818252563,28315,57,761,299,222,267
99.20033192634583,28241,57,762,300,222,267
99.36369967460632,28754,57,758,297,221,266
99.52379941940308,28681,57,759,298,221,266
99.67635607719421,28681,57,759,298,221,266
99.83879733085632,28241,57,762,300,222,267
99.99814772605896,24864,57,779,311,225,269
100.146737575531,24685,56,781,313,225,269
100.30578565597534,24406,57,782,314,226,270
100.45845532417297,24224,56,785,316,226,270
100.62576413154602,24496,57,782,313,226,270
100.78950071334839,24406,57,782,314,226,270
100.94000792503357,24496,57,782,313,226,270
101.10412979125977,24406,57,783,314,226,270
101.2553436756134,24951,57,778,310,225,269
101.42406940460205,25581,58,770,305,224,268
101.57357144355774,26044,58,766,302,223,267
101.73981070518494,28166,57,764,301,222,267
101.89952039718628,26044,58,765,302,223,267
102.0588231086731,26044,58,765,302,223,267
102.21884393692017,28091,56,765,302,222,267
102.37445855140686,25581,58,770,305,224,268
102.52484440803528,25412,57,773,307,224,268
102.67865920066833,24864,57,779,311,225,269
102.85224223136902,24406,57,783,314,226,270
103.00946640968323,24315,56,784,315,226,270
103.15839838981628,24315,56,783,315,226,270
103.31948590278625,22991,58,782,313,226,269
103.47235679626465,25497,58,771,306,224,268
103.63133788108826,28825,58,756,296,221,266
103.79183888435364,29272,57,753,294,220,265
103.95045328140259,26985,58,756,296,221,265
104.10501480102539,31880,56,750,292,219,265
104.26563334465027,31822,56,749,293,219,265
104.43829607963562,31249,56,755,296,220,266
104.594477891922,24685,56,779,313,225,269
104.75421929359436,24131,56,785,317,226,270
104.9057126045227,24502,55,782,315,225,269
105.06585931777954,23943,55,788,319,226,270
105.22853302955627,23943,55,788,319,226,270
105.38795948028564,24775,56,778,312,225,269
105.54395747184753,24409,55,783,316,225,269
105.70346689224243,24502,55,782,315,225,269
105.8636474609375,22710,57,784,316,226,269
106.02237033843994,22091,56,790,321,227,270
106.17174053192139,24409,55,783,316,225,269
106.338702917099,22614,56,784,317,226,269
106.49839878082275,24409,55,783,316,225,269
106.65408945083618,22614,56,784,317,226,269
106.8137903213501,24594,56,781,314,225,269
106.97341108322144,24502,55,783,315,225,269
107.12886834144592,24409,55,783,316,225,269
107.28668570518494,24502,55,782,315,225,269
107.44807529449463,24502,55,783,315,225,269
107.60539674758911,24502,55,782,315,225,269
107.75564002990723,24502,55,783,315,225,269
107.92394518852234,24502,55,783,315,225,269
108.07685828208923,24502,55,783,315,225,269
108.23989605903625,24502,55,782,315,225,269
108.38606929779053,24502,55,782,315,225,269
108.55874371528625,24502,55,783,315,225,269
108.70503163337708,24502,55,782,315,225,269
108.87056112289429,24502,55,783,315,225,269
109.03421449661255,24502,55,783,315,225,269
109.19051265716553,24502,55,782,315,225,269
109.3348298072815,22805,57,783,315,226,269
109.50613355636597,24502,55,783,315,225,269
109.65628576278687,24502,55,782,315,225,269
109.81345295906067,24502,55,783,315,225,269
109.96868824958801,24502,55,782,315,225,269
110.13182950019836,24502,55,783,315,225,269
110.29201459884644,24502,55,783,315,225,269
110.4520571231842,24502,55,783,315,225,269
110.61448407173157,24502,55,783,315,225,269
